Id,text
189,"”“But then,” thought Alice, “shall I _never_ get any older than I amnow? That’ll be a comfort, one way—never to be an old woman—butthen—always to have lessons to learn! Oh, I shouldn’t like _that!_”“Oh, you foolish Alice!” she answered herself"
190," “How can you learnlessons in here? Why, there’s hardly room for _you_, and no room at allfor any lesson-books!”And so she went on, taking first one side and then the other, andmaking quite a conversation of it altogether; but after a few minutesshe heard a voice outside, and stopped to listen"
191,“Mary Ann! Mary Ann!” said the voice
192, “Fetch me my gloves this moment!”Then came a little pattering of feet on the stairs
193," Alice knew it wasthe Rabbit coming to look for her, and she trembled till she shook thehouse, quite forgetting that she was now about a thousand times aslarge as the Rabbit, and had no reason to be afraid of it"
194,"Presently the Rabbit came up to the door, and tried to open it; but, asthe door opened inwards, and Alice’s elbow was pressed hard against it,that attempt proved a failure"
195, Alice heard it say to itself “Then I’llgo round and get in at the window
196,"”“_That_ you won’t!” thought Alice, and, after waiting till she fanciedshe heard the Rabbit just under the window, she suddenly spread out herhand, and made a snatch in the air"
197," She did not get hold of anything,but she heard a little shriek and a fall, and a crash of broken glass,from which she concluded that it was just possible it had fallen into acucumber-frame, or something of the sort"
198,"Next came an angry voice—the Rabbit’s—“Pat! Pat! Where are you?” Andthen a voice she had never heard before, “Sure then I’m here! Diggingfor apples, yer honour!”“Digging for apples, indeed!” said the Rabbit angrily"
199, “Here! Come andhelp me out of _this!_” (Sounds of more broken glass
200,")“Now tell me, Pat, what’s that in the window?”“Sure, it’s an arm, yer honour!” (He pronounced it “arrum"
201,"”)“An arm, you goose! Who ever saw one that size? Why, it fills the wholewindow!”“Sure, it does, yer honour: but it’s an arm for all that"
202,"”“Well, it’s got no business there, at any rate: go and take it away!”There was a long silence after this, and Alice could only hear whispersnow and then; such as, “Sure, I don’t like it, yer honour, at all, atall!” “Do as I tell you, you coward!” and at last she spread out herhand again, and made another snatch in the air"
203," This time there were_two_ little shrieks, and more sounds of broken glass"
204, “What a numberof cucumber-frames there must be!” thought Alice
205," “I wonder whatthey’ll do next! As for pulling me out of the window, I only wish they_could!_ I’m sure _I_ don’t want to stay in here any longer!”She waited for some time without hearing anything more: at last came arumbling of little cartwheels, and the sound of a good many voices alltalking together: she made out the words: “Where’s the otherladder?—Why, I hadn’t to bring but one; Bill’s got the other—Bill!fetch it here, lad!—Here, put ’em up at this corner—No, tie ’emtogether first—they don’t reach half high enough yet—Oh! they’ll dowell enough; don’t be particular—Here, Bill! catch hold of thisrope—Will the roof bear?—Mind that loose slate—Oh, it’s coming down!Heads below!” (a loud crash)—“Now, who did that?—It was Bill, Ifancy—Who’s to go down the chimney?—Nay, _I_ shan’t! _You_ doit!—_That_ I won’t, then!—Bill’s to go down—Here, Bill! the master saysyou’re to go down the chimney!”“Oh! So Bill’s got to come down the chimney, has he?” said Alice toherself"
206," “Shy, they seem to put everything upon Bill! I wouldn’t be inBill’s place for a good deal: this fireplace is narrow, to be sure; butI _think_ I can kick a little!”She drew her foot as far down the chimney as she could, and waited tillshe heard a little animal (she couldn’t guess of what sort it was)scratching and scrambling about in the chimney close above her: then,saying to herself “This is Bill,” she gave one sharp kick, and waitedto see what would happen next"
207,"The first thing she heard was a general chorus of “There goes Bill!”then the Rabbit’s voice along—“Catch him, you by the hedge!” thensilence, and then another confusion of voices—“Hold up his head—Brandynow—Don’t choke him—How was it, old fellow? What happened to you? Tellus all about it!”Last came a little feeble, squeaking voice, (“That’s Bill,” thoughtAlice,) “Well, I hardly know—No more, thank ye; I’m better now—but I’ma deal too flustered to tell you—all I know is, something comes at melike a Jack-in-the-box, and up I goes like a sky-rocket!”“So you did, old fellow!” said the others"
208,"“We must burn the house down!” said the Rabbit’s voice; and Alicecalled out as loud as she could, “If you do, I’ll set Dinah at you!”There was a dead silence instantly, and Alice thought to herself, “Iwonder what they _will_ do next! If they had any sense, they’d take theroof off"
209,"” After a minute or two, they began moving about again, andAlice heard the Rabbit say, “A barrowful will do, to begin with"
210,"”“A barrowful of _what?_” thought Alice; but she had not long to doubt,for the next moment a shower of little pebbles came rattling in at thewindow, and some of them hit her in the face"
211," “I’ll put a stop tothis,” she said to herself, and shouted out, “You’d better not do thatagain!” which produced another dead silence"
212,"Alice noticed with some surprise that the pebbles were all turning intolittle cakes as they lay on the floor, and a bright idea came into herhead"
213," “If I eat one of these cakes,” she thought, “it’s sure to make_some_ change in my size; and as it can’t possibly make me larger, itmust make me smaller, I suppose"
214,"”So she swallowed one of the cakes, and was delighted to find that shebegan shrinking directly"
215," As soon as she was small enough to getthrough the door, she ran out of the house, and found quite a crowd oflittle animals and birds waiting outside"
216," The poor little Lizard, Bill,was in the middle, being held up by two guinea-pigs, who were giving itsomething out of a bottle"
217," They all made a rush at Alice the moment sheappeared; but she ran off as hard as she could, and soon found herselfsafe in a thick wood"
218,"“The first thing I’ve got to do,” said Alice to herself, as shewandered about in the wood, “is to grow to my right size again; and thesecond thing is to find my way into that lovely garden"
219, I think thatwill be the best plan
220,"”It sounded an excellent plan, no doubt, and very neatly and simplyarranged; the only difficulty was, that she had not the smallest ideahow to set about it; and while she was peering about anxiously amongthe trees, a little sharp bark just over her head made her look up in agreat hurry"
221,"An enormous puppy was looking down at her with large round eyes, andfeebly stretching out one paw, trying to touch her"
222," “Poor littlething!” said Alice, in a coaxing tone, and she tried hard to whistle toit; but she was terribly frightened all the time at the thought that itmight be hungry, in which case it would be very likely to eat her up inspite of all her coaxing"
223,"Hardly knowing what she did, she picked up a little bit of stick, andheld it out to the puppy; whereupon the puppy jumped into the air offall its feet at once, with a yelp of delight, and rushed at the stick,and made believe to worry it; then Alice dodged behind a great thistle,to keep herself from being run over; and the moment she appeared on theother side, the puppy made another rush at the stick, and tumbled headover heels in its hurry to get hold of it; then Alice, thinking it wasvery like having a game of play with a cart-horse, and expecting everymoment to be trampled under its feet, ran round the thistle again; thenthe puppy began a series of short charges at the stick, running a verylittle way forwards each time and a long way back, and barking hoarselyall the while, till at last it sat down a good way off, panting, withits tongue hanging out of its mouth, and its great eyes half shut"
224,"This seemed to Alice a good opportunity for making her escape; so sheset off at once, and ran till she was quite tired and out of breath,and till the puppy’s bark sounded quite faint in the distance"
225,"“And yet what a dear little puppy it was!” said Alice, as she leantagainst a buttercup to rest herself, and fanned herself with one of theleaves: “I should have liked teaching it tricks very much, if—if I’donly been the right size to do it! Oh dear! I’d nearly forgotten thatI’ve got to grow up again! Let me see—how _is_ it to be managed? Isuppose I ought to eat or drink something or other; but the greatquestion is, what?”The great question certainly was, what? Alice looked all round her atthe flowers and the blades of grass, but she did not see anything thatlooked like the right thing to eat or drink under the circumstances"
226,"There was a large mushroom growing near her, about the same height asherself; and when she had looked under it, and on both sides of it, andbehind it, it occurred to her that she might as well look and see whatwas on the top of it"
227,"She stretched herself up on tiptoe, and peeped over the edge of themushroom, and her eyes immediately met those of a large bluecaterpillar, that was sitting on the top with its arms folded, quietlysmoking a long hookah, and taking not the smallest notice of her or ofanything else"
228,CHAPTER V
229,"Advice from a CaterpillarThe Caterpillar and Alice looked at each other for some time insilence: at last the Caterpillar took the hookah out of its mouth, andaddressed her in a languid, sleepy voice"
230,“Who are _you?_” said the Caterpillar
231,This was not an encouraging opening for a conversation
232," Alice replied,rather shyly, “I—I hardly know, sir, just at present—at least I knowwho I _was_ when I got up this morning, but I think I must have beenchanged several times since then"
233,”“What do you mean by that?” said the Caterpillar sternly
234," “Explainyourself!”“I can’t explain _myself_, I’m afraid, sir,” said Alice, “because I’mnot myself, you see"
235,"”“I don’t see,” said the Caterpillar"
236,"“I’m afraid I can’t put it more clearly,” Alice replied very politely,“for I can’t understand it myself to begin with; and being so manydifferent sizes in a day is very confusing"
237,"”“It isn’t,” said the Caterpillar"
238,"“Well, perhaps you haven’t found it so yet,” said Alice; “but when youhave to turn into a chrysalis—you will some day, you know—and thenafter that into a butterfly, I should think you’ll feel it a littlequeer, won’t you?”“Not a bit,” said the Caterpillar"
239,"“Well, perhaps your feelings may be different,” said Alice; “all I knowis, it would feel very queer to _me_"
240,”“You!” said the Caterpillar contemptuously
241, “Who are _you?_”Which brought them back again to the beginning of the conversation
242,"Alice felt a little irritated at the Caterpillar’s making such _very_short remarks, and she drew herself up and said, very gravely, “Ithink, you ought to tell me who _you_ are, first"
243,”“Why?” said the Caterpillar
244,"Here was another puzzling question; and as Alice could not think of anygood reason, and as the Caterpillar seemed to be in a _very_ unpleasantstate of mind, she turned away"
245,“Come back!” the Caterpillar called after her
246," “I’ve somethingimportant to say!”This sounded promising, certainly: Alice turned and came back again"
247,"“Keep your temper,” said the Caterpillar"
248,"“Is that all?” said Alice, swallowing down her anger as well as shecould"
249,"“No,” said the Caterpillar"
250,"Alice thought she might as well wait, as she had nothing else to do,and perhaps after all it might tell her something worth hearing"
251," Forsome minutes it puffed away without speaking, but at last it unfoldedits arms, took the hookah out of its mouth again, and said, “So youthink you’re changed, do you?”“I’m afraid I am, sir,” said Alice; “I can’t remember things as Iused—and I don’t keep the same size for ten minutes together!”“Can’t remember _what_ things?” said the Caterpillar"
252,"“Well, I’ve tried to say “How doth the little busy bee,” but it allcame different!” Alice replied in a very melancholy voice"
253,"“Repeat, “_You are old, Father William_,’” said the Caterpillar"
254,"Alice folded her hands, and began:—“You are old, Father William,” the young man said,    “And your hair has become very white;And yet you incessantly stand on your head—    Do you think, at your age, it is right?”“In my youth,” Father William replied to his son,    “I feared it might injure the brain;But, now that I’m perfectly sure I have none,    Why, I do it again and again"
255,"”“You are old,” said the youth, “as I mentioned before,    And have grown most uncommonly fat;Yet you turned a back-somersault in at the door—    Pray, what is the reason of that?”“In my youth,” said the sage, as he shook his grey locks,    “I kept all my limbs very suppleBy the use of this ointment—one shilling the box—    Allow me to sell you a couple?”“You are old,” said the youth, “and your jaws are too weak    For anything tougher than suet;Yet you finished the goose, with the bones and the beak—    Pray, how did you manage to do it?”“In my youth,” said his father, “I took to the law,    And argued each case with my wife;And the muscular strength, which it gave to my jaw,    Has lasted the rest of my life"
256,"”“You are old,” said the youth, “one would hardly suppose    That your eye was as steady as ever;Yet you balanced an eel on the end of your nose—    What made you so awfully clever?”“I have answered three questions, and that is enough,”    Said his father; “don’t give yourself airs!Do you think I can listen all day to such stuff?    Be off, or I’ll kick you down stairs!”“That is not said right,” said the Caterpillar"
257,"“Not _quite_ right, I’m afraid,” said Alice, timidly; “some of thewords have got altered"
258,"”“It is wrong from beginning to end,” said the Caterpillar decidedly,and there was silence for some minutes"
259,The Caterpillar was the first to speak
260,“What size do you want to be?” it asked
261,"“Oh, I’m not particular as to size,” Alice hastily replied; “only onedoesn’t like changing so often, you know"
262,"”“I _don’t_ know,” said the Caterpillar"
263,"Alice said nothing: she had never been so much contradicted in her lifebefore, and she felt that she was losing her temper"
264,“Are you content now?” said the Caterpillar
265,"“Well, I should like to be a _little_ larger, sir, if you wouldn’tmind,” said Alice: “three inches is such a wretched height to be"
266,"”“It is a very good height indeed!” said the Caterpillar angrily,rearing itself upright as it spoke (it was exactly three inches high)"
267,“But I’m not used to it!” pleaded poor Alice in a piteous tone
268," And shethought of herself, “I wish the creatures wouldn’t be so easilyoffended!”“You’ll get used to it in time,” said the Caterpillar; and it put thehookah into its mouth and began smoking again"
269,This time Alice waited patiently until it chose to speak again
270," In aminute or two the Caterpillar took the hookah out of its mouth andyawned once or twice, and shook itself"
271," Then it got down off themushroom, and crawled away in the grass, merely remarking as it went,“One side will make you grow taller, and the other side will make yougrow shorter"
272,”“One side of _what?_ The other side of _what?_” thought Alice toherself
273,"“Of the mushroom,” said the Caterpillar, just as if she had asked italoud; and in another moment it was out of sight"
274,"Alice remained looking thoughtfully at the mushroom for a minute,trying to make out which were the two sides of it; and as it wasperfectly round, she found this a very difficult question"
275," However, atlast she stretched her arms round it as far as they would go, and brokeoff a bit of the edge with each hand"
276,"“And now which is which?” she said to herself, and nibbled a little ofthe right-hand bit to try the effect: the next moment she felt aviolent blow underneath her chin: it had struck her foot!She was a good deal frightened by this very sudden change, but she feltthat there was no time to be lost, as she was shrinking rapidly; so sheset to work at once to eat some of the other bit"
277," Her chin was pressedso closely against her foot, that there was hardly room to open hermouth; but she did it at last, and managed to swallow a morsel of thelefthand bit"
278,"*      *      *      *      *      *      *    *      *      *      *      *      **      *      *      *      *      *      *“Come, my head’s free at last!” said Alice in a tone of delight, whichchanged into alarm in another moment, when she found that her shoulderswere nowhere to be found: all she could see, when she looked down, wasan immense length of neck, which seemed to rise like a stalk out of asea of green leaves that lay far below her"
279,“What _can_ all that green stuff be?” said Alice
280," “And where _have_ myshoulders got to? And oh, my poor hands, how is it I can’t see you?”She was moving them about as she spoke, but no result seemed to follow,except a little shaking among the distant green leaves"
281,"As there seemed to be no chance of getting her hands up to her head,she tried to get her head down to them, and was delighted to find thather neck would bend about easily in any direction, like a serpent"
282," Shehad just succeeded in curving it down into a graceful zigzag, and wasgoing to dive in among the leaves, which she found to be nothing butthe tops of the trees under which she had been wandering, when a sharphiss made her draw back in a hurry: a large pigeon had flown into herface, and was beating her violently with its wings"
283,“Serpent!” screamed the Pigeon
284,“I’m _not_ a serpent!” said Alice indignantly
285," “Let me alone!”“Serpent, I say again!” repeated the Pigeon, but in a more subduedtone, and added with a kind of sob, “I’ve tried every way, and nothingseems to suit them!”“I haven’t the least idea what you’re talking about,” said Alice"
286,"“I’ve tried the roots of trees, and I’ve tried banks, and I’ve triedhedges,” the Pigeon went on, without attending to her; “but thoseserpents! There’s no pleasing them!”Alice was more and more puzzled, but she thought there was no use insaying anything more till the Pigeon had finished"
287,"“As if it wasn’t trouble enough hatching the eggs,” said the Pigeon;“but I must be on the look-out for serpents night and day! Why, Ihaven’t had a wink of sleep these three weeks!”“I’m very sorry you’ve been annoyed,” said Alice, who was beginning tosee its meaning"
288,"“And just as I’d taken the highest tree in the wood,” continued thePigeon, raising its voice to a shriek, “and just as I was thinking Ishould be free of them at last, they must needs come wriggling downfrom the sky! Ugh, Serpent!”“But I’m _not_ a serpent, I tell you!” said Alice"
289, “I’m a—I’m a—”“Well! _What_ are you?” said the Pigeon
290," “I can see you’re trying toinvent something!”“I—I’m a little girl,” said Alice, rather doubtfully, as she rememberedthe number of changes she had gone through that day"
291,“A likely story indeed!” said the Pigeon in a tone of the deepestcontempt
292," “I’ve seen a good many little girls in my time, but never_one_ with such a neck as that! No, no! You’re a serpent; and there’sno use denying it"
293," I suppose you’ll be telling me next that you nevertasted an egg!”“I _have_ tasted eggs, certainly,” said Alice, who was a very truthfulchild; “but little girls eat eggs quite as much as serpents do, youknow"
294,"”“I don’t believe it,” said the Pigeon; “but if they do, why thenthey’re a kind of serpent, that’s all I can say"
295,"”This was such a new idea to Alice, that she was quite silent for aminute or two, which gave the Pigeon the opportunity of adding, “You’relooking for eggs, I know _that_ well enough; and what does it matter tome whether you’re a little girl or a serpent?”“It matters a good deal to _me_,” said Alice hastily; “but I’m notlooking for eggs, as it happens; and if I was, I shouldn’t want_yours_: I don’t like them raw"
296,"”“Well, be off, then!” said the Pigeon in a sulky tone, as it settleddown again into its nest"
297," Alice crouched down among the trees as wellas she could, for her neck kept getting entangled among the branches,and every now and then she had to stop and untwist it"
298," After a whileshe remembered that she still held the pieces of mushroom in her hands,and she set to work very carefully, nibbling first at one and then atthe other, and growing sometimes taller and sometimes shorter, untilshe had succeeded in bringing herself down to her usual height"
299,"It was so long since she had been anything near the right size, that itfelt quite strange at first; but she got used to it in a few minutes,and began talking to herself, as usual"
300," “Come, there’s half my plandone now! How puzzling all these changes are! I’m never sure what I’mgoing to be, from one minute to another! However, I’ve got back to myright size: the next thing is, to get into that beautiful garden—how_is_ that to be done, I wonder?” As she said this, she came suddenlyupon an open place, with a little house in it about four feet high"
301,"“Whoever lives there,” thought Alice, “it’ll never do to come upon them_this_ size: why, I should frighten them out of their wits!” So shebegan nibbling at the righthand bit again, and did not venture to gonear the house till she had brought herself down to nine inches high"
302,CHAPTER VI
303,"Pig and PepperFor a minute or two she stood looking at the house, and wondering whatto do next, when suddenly a footman in livery came running out of thewood—(she considered him to be a footman because he was in livery:otherwise, judging by his face only, she would have called him afish)—and rapped loudly at the door with his knuckles"
304," It was opened byanother footman in livery, with a round face, and large eyes like afrog; and both footmen, Alice noticed, had powdered hair that curledall over their heads"
305," She felt very curious to know what it was allabout, and crept a little way out of the wood to listen"
306,"The Fish-Footman began by producing from under his arm a great letter,nearly as large as himself, and this he handed over to the other,saying, in a solemn tone, “For the Duchess"
307, An invitation from theQueen to play croquet
308,"” The Frog-Footman repeated, in the same solemntone, only changing the order of the words a little, “From the Queen"
309,An invitation for the Duchess to play croquet
310,"”Then they both bowed low, and their curls got entangled together"
311,"Alice laughed so much at this, that she had to run back into the woodfor fear of their hearing her; and when she next peeped out theFish-Footman was gone, and the other was sitting on the ground near thedoor, staring stupidly up into the sky"
312,"Alice went timidly up to the door, and knocked"
313,"“There’s no sort of use in knocking,” said the Footman, “and that fortwo reasons"
314," First, because I’m on the same side of the door as youare; secondly, because they’re making such a noise inside, no one couldpossibly hear you"
315,"” And certainly there _was_ a most extraordinarynoise going on within—a constant howling and sneezing, and every nowand then a great crash, as if a dish or kettle had been broken topieces"
316,"“Please, then,” said Alice, “how am I to get in?”“There might be some sense in your knocking,” the Footman went onwithout attending to her, “if we had the door between us"
317," For instance,if you were _inside_, you might knock, and I could let you out, youknow"
318,"” He was looking up into the sky all the time he was speaking, andthis Alice thought decidedly uncivil"
319," “But perhaps he can’t help it,”she said to herself; “his eyes are so _very_ nearly at the top of hishead"
320, But at any rate he might answer questions
321,"—How am I to get in?”she repeated, aloud"
322,"“I shall sit here,” the Footman remarked, “till tomorrow—”At this moment the door of the house opened, and a large plate cameskimming out, straight at the Footman’s head: it just grazed his nose,and broke to pieces against one of the trees behind him"
323,"“—or next day, maybe,” the Footman continued in the same tone, exactlyas if nothing had happened"
324,"“How am I to get in?” asked Alice again, in a louder tone"
325,“_Are_ you to get in at all?” said the Footman
326," “That’s the firstquestion, you know"
327,"”It was, no doubt: only Alice did not like to be told so"
328," “It’s reallydreadful,” she muttered to herself, “the way all the creatures argue"
329,"It’s enough to drive one crazy!”The Footman seemed to think this a good opportunity for repeating hisremark, with variations"
330," “I shall sit here,” he said, “on and off, fordays and days"
331,”“But what am _I_ to do?” said Alice
332,"“Anything you like,” said the Footman, and began whistling"
333,"“Oh, there’s no use in talking to him,” said Alice desperately: “he’sperfectly idiotic!” And she opened the door and went in"
334,"The door led right into a large kitchen, which was full of smoke fromone end to the other: the Duchess was sitting on a three-legged stoolin the middle, nursing a baby; the cook was leaning over the fire,stirring a large cauldron which seemed to be full of soup"
335,"“There’s certainly too much pepper in that soup!” Alice said toherself, as well as she could for sneezing"
336,There was certainly too much of it in the air
337," Even the Duchess sneezedoccasionally; and as for the baby, it was sneezing and howlingalternately without a moment’s pause"
338," The only things in the kitchenthat did not sneeze, were the cook, and a large cat which was sittingon the hearth and grinning from ear to ear"
339,"“Please would you tell me,” said Alice, a little timidly, for she wasnot quite sure whether it was good manners for her to speak first, “whyyour cat grins like that?”“It’s a Cheshire cat,” said the Duchess, “and that’s why"
340," Pig!”She said the last word with such sudden violence that Alice quitejumped; but she saw in another moment that it was addressed to thebaby, and not to her, so she took courage, and went on again:—“I didn’t know that Cheshire cats always grinned; in fact, I didn’tknow that cats _could_ grin"
341,"”“They all can,” said the Duchess; “and most of ’em do"
342,"”“I don’t know of any that do,” Alice said very politely, feeling quitepleased to have got into a conversation"
343,"“You don’t know much,” said the Duchess; “and that’s a fact"
344,"”Alice did not at all like the tone of this remark, and thought it wouldbe as well to introduce some other subject of conversation"
345," While shewas trying to fix on one, the cook took the cauldron of soup off thefire, and at once set to work throwing everything within her reach atthe Duchess and the baby—the fire-irons came first; then followed ashower of saucepans, plates, and dishes"
346," The Duchess took no notice ofthem even when they hit her; and the baby was howling so much already,that it was quite impossible to say whether the blows hurt it or not"
347,"“Oh, _please_ mind what you’re doing!” cried Alice, jumping up and downin an agony of terror"
348," “Oh, there goes his _precious_ nose!” as anunusually large saucepan flew close by it, and very nearly carried itoff"
349,"“If everybody minded their own business,” the Duchess said in a hoarsegrowl, “the world would go round a deal faster than it does"
350,"”“Which would _not_ be an advantage,” said Alice, who felt very glad toget an opportunity of showing off a little of her knowledge"
351," “Justthink of what work it would make with the day and night! You see theearth takes twenty-four hours to turn round on its axis—”“Talking of axes,” said the Duchess, “chop off her head!”Alice glanced rather anxiously at the cook, to see if she meant to takethe hint; but the cook was busily stirring the soup, and seemed not tobe listening, so she went on again: “Twenty-four hours, I _think_; oris it twelve? I—”“Oh, don’t bother _me_,” said the Duchess; “I never could abidefigures!” And with that she began nursing her child again, singing asort of lullaby to it as she did so, and giving it a violent shake atthe end of every line:“Speak roughly to your little boy,    And beat him when he sneezes:He only does it to annoy,    Because he knows it teases"
352,”CHORUS
353,"(In which the cook and the baby joined):“Wow! wow! wow!”While the Duchess sang the second verse of the song, she kept tossingthe baby violently up and down, and the poor little thing howled so,that Alice could hardly hear the words:—“I speak severely to my boy,    I beat him when he sneezes;For he can thoroughly enjoy    The pepper when he pleases!”CHORUS"
354,"“Wow! wow! wow!”“Here! you may nurse it a bit, if you like!” the Duchess said to Alice,flinging the baby at her as she spoke"
355," “I must go and get ready to playcroquet with the Queen,” and she hurried out of the room"
356," The cookthrew a frying-pan after her as she went out, but it just missed her"
357,"Alice caught the baby with some difficulty, as it was a queer-shapedlittle creature, and held out its arms and legs in all directions,“just like a star-fish,” thought Alice"
358," The poor little thing wassnorting like a steam-engine when she caught it, and kept doublingitself up and straightening itself out again, so that altogether, forthe first minute or two, it was as much as she could do to hold it"
359,"As soon as she had made out the proper way of nursing it, (which was totwist it up into a sort of knot, and then keep tight hold of its rightear and left foot, so as to prevent its undoing itself,) she carried itout into the open air"
360," “If I don’t take this child away with me,”thought Alice, “they’re sure to kill it in a day or two: wouldn’t it bemurder to leave it behind?” She said the last words out loud, and thelittle thing grunted in reply (it had left off sneezing by this time)"
361,"“Don’t grunt,” said Alice; “that’s not at all a proper way ofexpressing yourself"
362,"”The baby grunted again, and Alice looked very anxiously into its faceto see what was the matter with it"
363," There could be no doubt that it hada _very_ turn-up nose, much more like a snout than a real nose; alsoits eyes were getting extremely small for a baby: altogether Alice didnot like the look of the thing at all"
364," “But perhaps it was onlysobbing,” she thought, and looked into its eyes again, to see if therewere any tears"
365,"No, there were no tears"
366," “If you’re going to turn into a pig, my dear,”said Alice, seriously, “I’ll have nothing more to do with you"
367," Mindnow!” The poor little thing sobbed again (or grunted, it was impossibleto say which), and they went on for some while in silence"
368,"Alice was just beginning to think to herself, “Now, what am I to dowith this creature when I get it home?” when it grunted again, soviolently, that she looked down into its face in some alarm"
369," This timethere could be _no_ mistake about it: it was neither more nor less thana pig, and she felt that it would be quite absurd for her to carry itfurther"
370,"So she set the little creature down, and felt quite relieved to see ittrot away quietly into the wood"
371," “If it had grown up,” she said toherself, “it would have made a dreadfully ugly child: but it makesrather a handsome pig, I think"
372,"” And she began thinking over otherchildren she knew, who might do very well as pigs, and was just sayingto herself, “if one only knew the right way to change them—” when shewas a little startled by seeing the Cheshire Cat sitting on a bough ofa tree a few yards off"
373,The Cat only grinned when it saw Alice
374," It looked good-natured, shethought: still it had _very_ long claws and a great many teeth, so shefelt that it ought to be treated with respect"
375,"“Cheshire Puss,” she began, rather timidly, as she did not at all knowwhether it would like the name: however, it only grinned a littlewider"
376," “Come, it’s pleased so far,” thought Alice, and she went on"
377,"“Would you tell me, please, which way I ought to go from here?”“That depends a good deal on where you want to get to,” said the Cat"
378,“I don’t much care where—” said Alice
379,"“Then it doesn’t matter which way you go,” said the Cat"
380,"“—so long as I get _somewhere_,” Alice added as an explanation"
381,"“Oh, you’re sure to do that,” said the Cat, “if you only walk longenough"
382,"”Alice felt that this could not be denied, so she tried anotherquestion"
383," “What sort of people live about here?”“In _that_ direction,” the Cat said, waving its right paw round, “livesa Hatter: and in _that_ direction,” waving the other paw, “lives aMarch Hare"
384, Visit either you like: they’re both mad
385,"”“But I don’t want to go among mad people,” Alice remarked"
386,"“Oh, you can’t help that,” said the Cat: “we’re all mad here"
387, I’m mad
388,You’re mad
389,”“How do you know I’m mad?” said Alice
390,"“You must be,” said the Cat, “or you wouldn’t have come here"
391,"”Alice didn’t think that proved it at all; however, she went on “And howdo you know that you’re mad?”“To begin with,” said the Cat, “a dog’s not mad"
392," You grant that?”“I suppose so,” said Alice"
393,"“Well, then,” the Cat went on, “you see, a dog growls when it’s angry,and wags its tail when it’s pleased"
394," Now _I_ growl when I’m pleased,and wag my tail when I’m angry"
395, Therefore I’m mad
396,"”“_I_ call it purring, not growling,” said Alice"
397,"“Call it what you like,” said the Cat"
398," “Do you play croquet with theQueen to-day?”“I should like it very much,” said Alice, “but I haven’t been invitedyet"
399,"”“You’ll see me there,” said the Cat, and vanished"
400,"Alice was not much surprised at this, she was getting so used to queerthings happening"
401," While she was looking at the place where it had been,it suddenly appeared again"
402,"“By-the-bye, what became of the baby?” said the Cat"
403, “I’d nearlyforgotten to ask
404,"”“It turned into a pig,” Alice quietly said, just as if it had come backin a natural way"
405,"“I thought it would,” said the Cat, and vanished again"
406,"Alice waited a little, half expecting to see it again, but it did notappear, and after a minute or two she walked on in the direction inwhich the March Hare was said to live"
407," “I’ve seen hatters before,” shesaid to herself; “the March Hare will be much the most interesting, andperhaps as this is May it won’t be raving mad—at least not so mad as itwas in March"
408,"” As she said this, she looked up, and there was the Catagain, sitting on a branch of a tree"
409,"“Did you say pig, or fig?” said the Cat"
410,"“I said pig,” replied Alice; “and I wish you wouldn’t keep appearingand vanishing so suddenly: you make one quite giddy"
411,"”“All right,” said the Cat; and this time it vanished quite slowly,beginning with the end of the tail, and ending with the grin, whichremained some time after the rest of it had gone"
412,"“Well! I’ve often seen a cat without a grin,” thought Alice; “but agrin without a cat! It’s the most curious thing I ever saw in my life!”She had not gone much farther before she came in sight of the house ofthe March Hare: she thought it must be the right house, because thechimneys were shaped like ears and the roof was thatched with fur"
413," Itwas so large a house, that she did not like to go nearer till she hadnibbled some more of the lefthand bit of mushroom, and raised herselfto about two feet high: even then she walked up towards it rathertimidly, saying to herself “Suppose it should be raving mad after all!I almost wish I’d gone to see the Hatter instead!”CHAPTER VII"
414,"A Mad Tea-PartyThere was a table set out under a tree in front of the house, and theMarch Hare and the Hatter were having tea at it: a Dormouse was sittingbetween them, fast asleep, and the other two were using it as acushion, resting their elbows on it, and talking over its head"
415," “Veryuncomfortable for the Dormouse,” thought Alice; “only, as it’s asleep,I suppose it doesn’t mind"
416,"”The table was a large one, but the three were all crowded together atone corner of it: “No room! No room!” they cried out when they sawAlice coming"
417," “There’s _plenty_ of room!” said Alice indignantly, andshe sat down in a large arm-chair at one end of the table"
418,"“Have some wine,” the March Hare said in an encouraging tone"
419,"Alice looked all round the table, but there was nothing on it but tea"
420,"“I don’t see any wine,” she remarked"
421,"“There isn’t any,” said the March Hare"
422,"“Then it wasn’t very civil of you to offer it,” said Alice angrily"
423,"“It wasn’t very civil of you to sit down without being invited,” saidthe March Hare"
424,"“I didn’t know it was _your_ table,” said Alice; “it’s laid for a greatmany more than three"
425,"”“Your hair wants cutting,” said the Hatter"
426," He had been looking atAlice for some time with great curiosity, and this was his firstspeech"
427,"“You should learn not to make personal remarks,” Alice said with someseverity; “it’s very rude"
428,"”The Hatter opened his eyes very wide on hearing this; but all he _said_was, “Why is a raven like a writing-desk?”“Come, we shall have some fun now!” thought Alice"
429, “I’m glad they’vebegun asking riddles
430,"—I believe I can guess that,” she added aloud"
431,“Do you mean that you think you can find out the answer to it?” saidthe March Hare
432,"“Exactly so,” said Alice"
433,"“Then you should say what you mean,” the March Hare went on"
434,"“I do,” Alice hastily replied; “at least—at least I mean what Isay—that’s the same thing, you know"
